id,journal_key,name_latex,name_unicode,issn_print,issn_electronic
1319,argumentation,Argumentation,Argumentation,,
1320,artificial-intelligence,Artificial Intelligence,Artificial Intelligence,,
1321,artificial-intelligence-and-law,Artificial Intelligence and Law,Artificial Intelligence and Law,,
1322,athenaeum,Athenaeum,Athenaeum,,
1323,augustinian-studies,Augustinian Studies,Augustinian Studies,,
1324,auslegung-a-journal-of-philosophy,Auslegung.~A Journal of Philosophy,Auslegung. A Journal of Philosophy,,
1325,australasian-journal-of-logic,The Australasian Journal of Logic,The Australasian Journal of Logic,,
1326,australasian-journal-of-philosophy,Australasian Journal of Philosophy,Australasian Journal of Philosophy,,
1327,australasian-journal-of-psychology-and-philosophy,Australasian Journal of Psychology and Philosophy,Australasian Journal of Psychology and Philosophy,,
1328,australasian-philosophical-review,Australasian Philosophical Review,Australasian Philosophical Review,,
1329,australian-feminist-studies,Australian Feminist Studies,Australian Feminist Studies,,
1330,aut-aut,Aut Aut,Aut Aut,,
1331,autrement,Autrement,Autrement,,
1332,axiomathes,Axiomathes,Axiomathes,,
1333,behavior-and-philosophy,Behavior and Philosophy,Behavior and Philosophy,,
1334,behavioral-and-brain-sciences,Behavioral and Brain Sciences,Behavioral and Brain Sciences,,
1335,behaviorism,Behaviorism,Behaviorism,,
1336,bertrand-russell-society-quarterly,Bertrand Russell Society Quarterly,Bertrand Russell Society Quarterly,,
1337,bioethics,Bioethics,Bioethics,,
1338,biology-and-philosophy,Biology and Philosophy,Biology and Philosophy,,
1339,blatter-fur-deutsche-philosophie,"Bl{\""a}tter f{\""u}r deutsche Philosophie",Blätter für deutsche Philosophie,,
1340,bradley-studies,Bradley Studies,Bradley Studies,,
1341,brain-and-cognition,Brain and Cognition,Brain and Cognition,,
1342,brain-and-mind,Brain and Mind,Brain and Mind,,
1343,brentano-studien,Brentano Studien,Brentano Studien,,
1344,british-journal-for-the-history-of-philosophy,British Journal for the History of Philosophy,British Journal for the History of Philosophy,,
1345,bulletin-cartesien,Bulletin Cart{\'e}sien,Bulletin Cartésien,,
1346,bulletin-danalyse-phenomenologique,Bulletin d'analyse ph{\'e}nom{\'e}nologique,Bulletin d'analyse phénoménologique,,
1347,bulletin-de-la-faculte-des-lettres-de-l-universite-de-nagoya-philosophie,Bulletin de la Facult{\'e} des Lettres de l'Universit{\'e} de Nagoya (philosophie),Bulletin de la Faculté des Lettres de l'Université de Nagoya (philosophie),,
1348,bulletin-de-la-societe-de-philosophie-de-bordeaux,Bulletin de la Soci{\'e}t{\'e} de philosophie de Bordeaux,Bulletin de la Société de philosophie de Bordeaux,,
1349,bulletin-de-la-societe-francaise-de-philosophie,Bulletin de la soci{\'e}t{\'e} fran{\c{c}}aise de philosophie,Bulletin de la société française de philosophie,,
1350,bulletin-de-la-societe-mathematique-de-belgique,Bulletin de la Soci{\'e}t{\'e} Math{\'e}matique de Belgique,Bulletin de la Société Mathématique de Belgique,,
1351,bulletin-de-philosophie-medievale,Bulletin de philosophie m{\'e}di{\'e}vale,Bulletin de philosophie médiévale,,
1352,bulletin-des-sciences-mathematiques,Bulletin des sciences math{\'e}matiques,Bulletin des sciences mathématiques,,
1353,bulletin-interieur,Bulletin Int{\'e}rieur,Bulletin Intérieur,,
1354,bulletin-of-the-american-mathematical-society,Bulletin of the American Mathematical Society,Bulletin of the American Mathematical Society,,
1355,bulletin-of-the-hegel-society-of-great-britain,Bulletin of the Hegel Society of Great Britain,Bulletin of the Hegel Society of Great Britain,,
1356,bulletin-of-the-institute-for-classical-studies,Bulletin of the Institute for Classical Studies,Bulletin of the Institute for Classical Studies,,
1357,bulletin-of-the-section-of-logic,Bulletin of the Section of Logic,Bulletin of the Section of Logic,,
1358,bulletin-thomiste,Bulletin Thomiste,Bulletin Thomiste,,
1359,cadernos-de-historia-e-filosofia-da-ciencia,Cadernos de Hist{\'o}ria e Filosofia da Ci{\^e}ncia,Cadernos de História e Filosofia da Ciência,,
1360,cahiers-d-histoire-et-de-philosophie-des-sciences,Cahiers d'Histoire et de Philosophie des Sciences,Cahiers d'Histoire et de Philosophie des Sciences,,
1361,cahiers-de-lecole-des-sciences-philosophiques-et-religieuses,Cahiers de l'{\'e}cole des sciences philosophiques et religieuses,Cahiers de l'école des sciences philosophiques et religieuses,,
1362,cahiers-de-l-institut-du-moyen-age-grec-et-latin-universite-de-copenhague,"Cahiers de l'Institut du Moyen Age Grec et Latin, Universit{\'e} de Copenhague","Cahiers de l'Institut du Moyen Age Grec et Latin, Université de Copenhague",,
1363,cahiers-de-la-philosophie-de-luniversite-de-caen,Cahiers de la philosophie de l'universit{\'e} de Caen,Cahiers de la philosophie de l'université de Caen,,
1364,cahiers-de-la-revue-de-theologie-et-de-philosophie,Cahiers de la Revue de Th{\'e}ologie et de Philosophie,Cahiers de la Revue de Théologie et de Philosophie,,
1365,cahiers-de-philosophie-politique-et-juridique-presses-universitaires-de-caen,"Cahiers de philosophie politique et juridique, Presses Universitaires de Caen","Cahiers de philosophie politique et juridique, Presses Universitaires de Caen",,
1366,cahiers-de-philosophie-serie-a-luxembourg,"Cahiers de Philosophie, Serie A [Luxembourg]","Cahiers de Philosophie, Serie A [Luxembourg]",,
1367,cahiers-philosophiques,Cahiers Philosophiques,Cahiers Philosophiques,,
1368,cahiers-philosophiques-de-strasbourg,Cahiers philosophiques de Strasbourg,Cahiers philosophiques de Strasbourg,,
1369,canadian-philosophical-reviews,Canadian Philosophical Reviews,Canadian Philosophical Reviews,,
1370,chroniques-de-port-royal,Chroniques de Port-Royal,Chroniques de Port-Royal,,
1371,cites,Cit{\'e}s,Cités,,
1372,classical-and-quantum-gravity,Classical and Quantum Gravity,Classical and Quantum Gravity,,
1373,classical-philology,Classical Philology,Classical Philology,,
1374,classical-quarterly,Classical Quarterly,Classical Quarterly,,
1375,cogency-journal-of-reasoning-and-argumentation,Cogency.~Journal of Reasoning and Argumentation,Cogency. Journal of Reasoning and Argumentation,,
1376,cogito,Cogito,Cogito,,
1377,cognition,Cognition,Cognition,,
1378,cognition-and-brain-theory,Cognition and Brain Theory,Cognition and Brain Theory,,
1379,cognition-and-emotion,Cognition and Emotion,Cognition and Emotion,,
1380,cognitive-psychology,Cognitive Psychology,Cognitive Psychology,,
1381,cognitive-science,Cognitive Science,Cognitive Science,,
1382,collectanea-franciscana,Collectanea Franciscana,Collectanea Franciscana,,
1383,collectanea-logica,Collectanea Logica,Collectanea Logica,,
1384,collingwood-and-british-idealism-studies,Collingwood and British Idealism Studies,Collingwood and British Idealism Studies,,
1385,communication-and-cognition,Communication and Cognition,Communication and Cognition,,
1386,communications,Communications,Communications,,
1387,communications-of-the-association-for-computing-machinery,Communications of the Association for Computing Machinery,Communications of the Association for Computing Machinery,,
1388,communio,Communio,Communio,,
1389,compositio-mathematica,Compositio Mathematica,Compositio Mathematica,,
1390,comprendre-revista-catalana-de-filosofia,Comprendre.~Revista catalana de filosofia,Comprendre. Revista catalana de filosofia,,
1391,computational-intelligence,Computational Intelligence,Computational Intelligence,,
1392,computational-linguistics,Computational Linguistics,Computational Linguistics,,
1393,computers-and-the-humanities,Computers and the Humanities,Computers and the Humanities,,
1394,computing-and-philosophy-newsletter,Computing and Philosophy Newsletter,Computing and Philosophy Newsletter,,
1395,conceptus-zeitschrift-fur-philosophie,"Conceptus: Zeitschrift f{\""u}r Philosophie",Conceptus: Zeitschrift für Philosophie,,
1396,conferencias-filosoficas-de-la-faculdad-de-letras-da-universidade-do-porto,Confer{\^e}ncias filosoficas de la faculdad de letras da universidade do Porto,Conferências filosoficas de la faculdad de letras da universidade do Porto,,
1397,consciousness-and-cognition,Consciousness and Cognition,Consciousness and Cognition,,
1398,consciousness-and-emotion,Consciousness and Emotion,Consciousness and Emotion,,
1399,constellations-an-international-journal-of-critical-and-democratic-theory,Constellations: An International Journal of Critical and Democratic Theory,Constellations: An International Journal of Critical and Democratic Theory,,
1400,contemporary-aesthetics,Contemporary Aesthetics,Contemporary Aesthetics,,
1401,contemporary-philosophy,Contemporary Philosophy,Contemporary Philosophy,,
1402,continental-philosophy-review,Continental Philosophy Review,Continental Philosophy Review,,
1403,contrastes,Contrastes,Contrastes,,
1404,corpus-revue-de-philosophie,Corpus.~Revue de Philosophie,Corpus. Revue de Philosophie,,
1405,cosmos-and-history-the-journal-of-natural-and-social-philosophy,Cosmos and History: The Journal of Natural and Social Philosophy,Cosmos and History: The Journal of Natural and Social Philosophy,,
1406,critica-revista-hispanoamericana-de-filosofia,Cr{\'{\i}}tica: Revista Hispanoamericana de Filosof{\'{\i}}a,Crítica: Revista Hispanoamericana de Filosofía,,
1407,creativity-research-journal,Creativity Research Journal,Creativity Research Journal,,
1408,critical-inquiry,Critical Inquiry,Critical Inquiry,,
1409,critical-studies,Critical Studies,Critical Studies,,
1410,critique,Critique,Critique,,
1411,critique-online-forum-for-book-reviews-on-kant,Critique [online forum for book reviews on Kant],Critique [online forum for book reviews on Kant],,
1412,croatian-journal-of-philosophy,Croatian Journal of Philosophy,Croatian Journal of Philosophy,,
1413,cuadernos-de-filosofia-revista-de-filosofia-de-la-universidad-de-concepcion,Cuadernos de Filosof{\'{\i}}a (Revista de Filosof{\'{\i}}a de la Universidad de Concepci{\'o}n),Cuadernos de Filosofía (Revista de Filosofía de la Universidad de Concepción),,
1414,cuadernos-salmantinos-de-filosofia,Cuadernos Salmantinos de Filosof{\'{\i}}a,Cuadernos Salmantinos de Filosofía,,
1415,cultural-critique,Cultural Critique,Cultural Critique,,
1416,current-biology,Current Biology,Current Biology,,
1417,daedalus,Daedalus,Daedalus,,
1418,daimon-revista-internacional-de-filosofia,Daimon.~Revista Internacional de Filosofia,Daimon. Revista Internacional de Filosofia,,
1419,danish-yearbook-of-philosophy,Danish Yearbook of Philosophy,Danish Yearbook of Philosophy,,
1420,de-philosophia,De Philosophia,De Philosophia,,
1421,deutsche-zeitschrift-fur-philosophie,"Deutsche Zeitschrift f{\""u}r Philosophie",Deutsche Zeitschrift für Philosophie,,
1422,dialogos-rio-pedras,Di{\'a}logos (R{\'{\i}}o Pedras),Diálogos (Río Pedras),,
1423,diacritics,Diacritics,Diacritics,,
1424,dialectica,Dialectica,Dialectica,0012-2017,1746-8361
1425,dialectics-and-humanism,Dialectics and Humanism,Dialectics and Humanism,,
1426,dialektik-und-wissenschaft,Dialektik und Wissenschaft,Dialektik und Wissenschaft,,
1427,dialogue-journal-of-phi-sigma-tau,Dialogue: Journal of Phi Sigma Tau,Dialogue: Journal of Phi Sigma Tau,,
1428,dialogue-revue-canadienne-de-philosophie-canadian-philosophical-review,Dialogue.~Revue canadienne de philosophie / Canadian Philosophical Review,Dialogue. Revue canadienne de philosophie / Canadian Philosophical Review,,
1429,diametros,Diametros,Diametros,,
1430,dianoia,Dianoia,Dianoia,,
1431,diderot-studies,Diderot Studies,Diderot Studies,,
1432,die-naturwissenschaften,Die Naturwissenschaften,Die Naturwissenschaften,,
1433,differences-a-journal-of-feminist-cultural-studies,differences: A Journal of Feminist Cultural Studies,differences: A Journal of Feminist Cultural Studies,,
1434,diogene,Diog{\`e}ne,Diogène,,
1435,diogenes-an-international-review,Diogenes.~An International Review,Diogenes. An International Review,,
1436,dionysius,Dionysius,Dionysius,,
1437,discipline-filosofiche,Discipline filosofiche,Discipline filosofiche,,
1438,discusiones-filosoficas,Discusiones Filos{\'o}ficas,Discusiones Filosóficas,,
1439,disputatio,Disputatio,Disputatio,,
1440,disputatio-philosophica,Disputatio Philosophica,Disputatio Philosophica,,
1441,dissent,Dissent,Dissent,,
1442,dissertatio,Dissertatio,Dissertatio,,
1443,divus-thomas,Divus Thomas,Divus Thomas,,
1444,documenta,Documenta,Documenta,,
1445,documenti-e-studi-sulla-tradizione-filosofica-medievale,Documenti e studi sulla tradizione filosofica medievale,Documenti e studi sulla tradizione filosofica medievale,,
1446,dominican-studies,Dominican Studies,Dominican Studies,,
1447,early-science-and-medicine,Early Science and Medicine,Early Science and Medicine,,
1448,econometrica,Econometrica,Econometrica,,
1449,economics-and-philosophy,Economics and Philosophy,Economics and Philosophy,,
1450,eidos-the-canadian-graduate-journal-of-philosophy,Eidos: The Canadian Graduate Journal of Philosophy,Eidos: The Canadian Graduate Journal of Philosophy,,
1451,eidos-revista-de-filosofia-de-la-universidad-del-norte,Eidos.~Revista de Filosof{\'{\i}}a de la Universidad del Norte,Eidos. Revista de Filosofía de la Universidad del Norte,,
1452,emotion-review,Emotion Review,Emotion Review,,
1453,environmental-ethics,Environmental Ethics,Environmental Ethics,,
1454,environmental-values,Environmental Values,Environmental Values,,
1455,episteme,Episteme,Episteme,,
1456,epistemology-and-cognition,Epistemology and Cognition,Epistemology and Cognition,,
1457,epoche-a-journal-for-the-history-of-philosophy,Epoch{\'e}: A Journal for the History of Philosophy,Epoché: A Journal for the History of Philosophy,,
1458,ergebnisse-eines-mathematischen-kolloquiums,Ergebnisse eines mathematischen Kolloquiums,Ergebnisse eines mathematischen Kolloquiums,,
1459,erkenntnis,Erkenntnis,Erkenntnis,,
1460,esercizi-filosofici,Esercizi Filosofici,Esercizi Filosofici,,
1461,essays-in-philosophy,Essays in Philosophy,Essays in Philosophy,,
1462,estetika-the-central-european-journal-of-aesthetics,Estetika: The Central European Journal of Aesthetics,Estetika: The Central European Journal of Aesthetics,,
1463,estudios-filosoficos,Estudios Filos{\'o}ficos,Estudios Filosóficos,,
1464,ethical-perspectives,Ethical Perspectives,Ethical Perspectives,,
1465,ethical-theory-and-moral-practice,Ethical Theory and Moral Practice,Ethical Theory and Moral Practice,,
1466,ethics,Ethics,Ethics,,
1467,ethik-in-der-medizin,Ethik in der Medizin,Ethik in der Medizin,,
1468,ethik-und-sozialwissenschaften,Ethik und Sozialwissenschaften,Ethik und Sozialwissenschaften,,
1469,etica-e-animali,Etica e Animali,Etica e Animali,,
1470,european-journal-for-philosophy-of-religion,European Journal for Philosophy of Religion,European Journal for Philosophy of Religion,,
1471,european-journal-for-philosophy-of-science,European Journal for Philosophy of Science,European Journal for Philosophy of Science,,
